stusps,state,hud_area_code,countyname,hud_area_name,fips,pop2023,fmr_0,fmr_1,fmr_2,fmr_3,fmr_4
VT,50,NCNTY50019N50019,Orleans County,"Orleans County, VT",5001916300,1204,940,993,1184,1528,1986
VT,50,NCNTY50019N50019,Orleans County,"Orleans County, VT",5001917350,4538,940,993,1184,1528,1986
VT,50,NCNTY50019N50019,Orleans County,"Orleans County, VT",5001928075,974,940,993,1184,1528,1986
VT,50,NCNTY50019N50019,Orleans County,"Orleans County, VT",5001930175,722,940,993,1184,1528,1986
VT,50,NCNTY50019N50019,Orleans County,"Orleans County, VT",5001933775,799,940,993,1184,1528,1986
VT,50,NCNTY50019N50019,Orleans County,"Orleans County, VT",5001935575,1315,940,993,1184,1528,1986
VT,50,NCNTY50019N50019,Orleans County,"Orleans County, VT",5001936325,511,940,993,1184,1528,1986
VT,50,NCNTY50019N50019,Orleans County,"Orleans County, VT",5001940525,1154,940,993,1184,1528,1986
VT,50,NCNTY50019N50019,Orleans County,"Orleans County, VT",5001946450,750,940,993,1184,1528,1986
VT,50,NCNTY50019N50019,Orleans County,"Orleans County, VT",5001948850,4413,940,993,1184,1528,1986
VT,50,NCNTY50019N50019,Orleans County,"Orleans County, VT",5001948925,1483,940,993,1184,1528,1986
VT,50,NCNTY50019N50019,Orleans County,"Orleans County, VT",5001973525,1826,940,993,1184,1528,1986
VT,50,NCNTY50019N50019,Orleans County,"Orleans County, VT",5001980200,615,940,993,1184,1528,1986
VT,50,NCNTY50019N50019,Orleans County,"Orleans County, VT",5001981700,402,940,993,1184,1528,1986
VT,50,NCNTY50021N50021,Rutland County,"Rutland County, VT",5002105200,770,1019,1026,1345,1638,1987
VT,50,NCNTY50021N50021,Rutland County,"Rutland County, VT",5002107750,4121,1019,1026,1345,1638,1987
VT,50,NCNTY50021N50021,Rutland County,"Rutland County, VT",5002111950,4457,1019,1026,1345,1638,1987
VT,50,NCNTY50021N50021,Rutland County,"Rutland County, VT",5002114350,1405,1019,1026,1345,1638,1987
VT,50,NCNTY50021N50021,Rutland County,"Rutland County, VT",5002114500,2557,1019,1026,1345,1638,1987
VT,50,NCNTY50021N50021,Rutland County,"Rutland County, VT",5002116825,1186,1019,1026,1345,1638,1987
VT,50,NCNTY50021N50021,Rutland County,"Rutland County, VT",5002125375,2729,1019,1026,1345,1638,1987
VT,50,NCNTY50021N50021,Rutland County,"Rutland County, VT",5002134450,852,1019,1026,1345,1638,1987
VT,50,NCNTY50021N50021,Rutland County,"Rutland County, VT",5002135425,435,1019,1026,1345,1638,1987
VT,50,NCNTY50021N50021,Rutland County,"Rutland County, VT",5002137685,835,1019,1026,1345,1638,1987
VT,50,NCNTY50021N50021,Rutland County,"Rutland County, VT",5002144125,982,1019,1026,1345,1638,1987
VT,50,NCNTY50021N50021,Rutland County,"Rutland County, VT",5002144800,734,1019,1026,1345,1638,1987
VT,50,NCNTY50021N50021,Rutland County,"Rutland County, VT",5002147200,1456,1019,1026,1345,1638,1987
VT,50,NCNTY50021N50021,Rutland County,"Rutland County, VT",5002147425,218,1019,1026,1345,1638,1987
VT,50,NCNTY50021N50021,Rutland County,"Rutland County, VT",5002154250,1334,1019,1026,1345,1638,1987
VT,50,NCNTY50021N50021,Rutland County,"Rutland County, VT",5002155450,399,1019,1026,1345,1638,1987
VT,50,NCNTY50021N50021,Rutland County,"Rutland County, VT",5002155600,2890,1019,1026,1345,1638,1987
VT,50,NCNTY50021N50021,Rutland County,"Rutland County, VT",5002156875,3019,1019,1026,1345,1638,1987
VT,50,NCNTY50021N50021,Rutland County,"Rutland County, VT",5002157250,1792,1019,1026,1345,1638,1987
VT,50,NCNTY50021N50021,Rutland County,"Rutland County, VT",5002161225,15747,1019,1026,1345,1638,1987
VT,50,NCNTY50021N50021,Rutland County,"Rutland County, VT",5002161300,3923,1019,1026,1345,1638,1987
VT,50,NCNTY50021N50021,Rutland County,"Rutland County, VT",5002165275,1250,1019,1026,1345,1638,1987
VT,50,NCNTY50021N50021,Rutland County,"Rutland County, VT",5002171050,667,1019,1026,1345,1638,1987
VT,50,NCNTY50021N50021,Rutland County,"Rutland County, VT",5002172925,800,1019,1026,1345,1638,1987
VT,50,NCNTY50021N50021,Rutland County,"Rutland County, VT",5002175925,2376,1019,1026,1345,1638,1987
VT,50,NCNTY50021N50021,Rutland County,"Rutland County, VT",5002177950,1023,1019,1026,1345,1638,1987
VT,50,NCNTY50021N50021,Rutland County,"Rutland County, VT",5002180875,252,1019,1026,1345,1638,1987
VT,50,NCNTY50021N50021,Rutland County,"Rutland County, VT",5002182300,2275,1019,1026,1345,1638,1987
VT,50,NCNTY50023N50023,Washington County,"Washington County, VT",5002303175,8461,1122,1129,1482,1824,1962
VT,50,NCNTY50023N50023,Washington County,"Washington County, VT",5002303250,7974,1122,1129,1482,1824,1962
VT,50,NCNTY50023N50023,Washington County,"Washington County, VT",5002305650,2871,1122,1129,1482,1824,1962
VT,50,NCNTY50023N50023,Washington County,"Washington County, VT",5002311125,1579,1122,1129,1482,1824,1962
VT,50,NCNTY50023N50023,Washington County,"Washington County, VT",5002311350,1784,1122,1129,1482,1824,1962
VT,50,NCNTY50023N50023,Washington County,"Washington County, VT",5002318550,1469,1122,1129,1482,1824,1962
VT,50,NCNTY50023N50023,Washington County,"Washington County, VT",5002321925,2610,1122,1129,1482,1824,1962
VT,50,NCNTY50023N50023,Washington County,"Washington County, VT",5002325825,1263,1122,1129,1482,1824,1962
VT,50,NCNTY50023N50023,Washington County,"Washington County, VT",5002343600,1775,1122,1129,1482,1824,1962
VT,50,NCNTY50023N50023,Washington County,"Washington County, VT",5002344500,2011,1122,1129,1482,1824,1962
VT,50,NCNTY50023N50023,Washington County,"Washington County, VT",5002346000,8038,1122,1129,1482,1824,1962
VT,50,NCNTY50023N50023,Washington County,"Washington County, VT",5002346225,1595,1122,1129,1482,1824,1962
VT,50,NCNTY50023N50023,Washington County,"Washington County, VT",5002350275,5932,1122,1129,1482,1824,1962
VT,50,NCNTY50023N50023,Washington County,"Washington County, VT",5002355825,1251,1122,1129,1482,1824,1962
VT,50,NCNTY50023N50023,Washington County,"Washington County, VT",5002360625,956,1122,1129,1482,1824,1962
VT,50,NCNTY50023N50023,Washington County,"Washington County, VT",5002375325,1825,1122,1129,1482,1824,1962
VT,50,NCNTY50023N50023,Washington County,"Washington County, VT",5002376525,1678,1122,1129,1482,1824,1962
VT,50,NCNTY50023N50023,Washington County,"Washington County, VT",5002376975,5381,1122,1129,1482,1824,1962
VT,50,NCNTY50023N50023,Washington County,"Washington County, VT",5002385525,594,1122,1129,1482,1824,1962
VT,50,NCNTY50023N50023,Washington County,"Washington County, VT",5002386125,911,1122,1129,1482,1824,1962
VT,50,NCNTY50025N50025,Windham County,"Windham County, VT",5002501900,453,1080,1161,1423,1710,1884
VT,50,NCNTY50025N50025,Windham County,"Windham County, VT",5002507900,12152,1080,1161,1423,1710,1884
VT,50,NCNTY50025N50025,Windham County,"Windham County, VT",5002509475,432,1080,1161,1423,1710,1884
VT,50,NCNTY50025N50025,Windham County,"Windham County, VT",5002517875,1212,1080,1161,1423,1710,1884
VT,50,NCNTY50025N50025,Windham County,"Windham County, VT",5002518325,2190,1080,1161,1423,1710,1884
VT,50,NCNTY50025N50025,Windham County,"Windham County, VT",5002528900,664,1080,1161,1423,1710,1884
VT,50,NCNTY50025N50025,Windham County,"Windham County, VT",5002530925,2416,1080,1161,1423,1710,1884
VT,50,NCNTY50025N50025,Windham County,"Windham County, VT",5002531150,725,1080,1161,1423,1710,1884
VT,50,NCNTY50025N50025,Windham County,"Windham County, VT",5002536175,887,1080,1161,1423,1710,1884
VT,50,NCNTY50025N50025,Windham County,"Windham County, VT",5002540225,2115,1080,1161,1423,1710,1884
VT,50,NCNTY50025N50025,Windham County,"Windham County, VT",5002543375,1424,1080,1161,1423,1710,1884
VT,50,NCNTY50025N50025,Windham County,"Windham County, VT",5002548400,1630,1080,1161,1423,1710,1884
VT,50,NCNTY50025N50025,Windham County,"Windham County, VT",5002557700,2612,1080,1161,1423,1710,1884
VT,50,NCNTY50025N50025,Windham County,"Windham County, VT",5002560250,4828,1080,1161,1423,1710,1884
VT,50,NCNTY50025N50025,Windham County,"Windham County, VT",5002565762,0,1080,1161,1423,1710,1884
VT,50,NCNTY50025N50025,Windham County,"Windham County, VT",5002570750,406,1080,1161,1423,1710,1884
VT,50,NCNTY50025N50025,Windham County,"Windham County, VT",5002573300,1619,1080,1161,1423,1710,1884
VT,50,NCNTY50025N50025,Windham County,"Windham County, VT",5002574800,2444,1080,1161,1423,1710,1884
VT,50,NCNTY50025N50025,Windham County,"Windham County, VT",5002576225,950,1080,1161,1423,1710,1884
VT,50,NCNTY50025N50025,Windham County,"Windham County, VT",5002581400,3005,1080,1161,1423,1710,1884
VT,50,NCNTY50025N50025,Windham County,"Windham County, VT",5002583950,1352,1080,1161,1423,1710,1884
VT,50,NCNTY50025N50025,Windham County,"Windham County, VT",5002584700,1844,1080,1161,1423,1710,1884
VT,50,NCNTY50025N50025,Windham County,"Windham County, VT",5002584850,553,1080,1161,1423,1710,1884
VT,50,NCNTY50027N50027,Windsor County,"Windsor County, VT",5002701300,635,1161,1168,1362,1786,1844
VT,50,NCNTY50027N50027,Windsor County,"Windsor County, VT",5002702575,310,1161,1168,1362,1786,1844
VT,50,NCNTY50027N50027,Windsor County,"Windsor County, VT",5002702725,1071,1161,1168,1362,1786,1844
VT,50,NCNTY50027N50027,Windsor County,"Windsor County, VT",5002705800,1770,1161,1168,1362,1786,1844
VT,50,NCNTY50027N50027,Windsor County,"Windsor County, VT",5002708275,1047,1161,1168,1362,1786,1844
VT,50,NCNTY50027N50027,Windsor County,"Windsor County, VT",5002712250,1400,1161,1168,1362,1786,1844
VT,50,NCNTY50027N50027,Windsor County,"Windsor County, VT",5002713675,2998,1161,1168,1362,1786,1844
VT,50,NCNTY50027N50027,Windsor County,"Windsor County, VT",5002732275,10713,1161,1168,1362,1786,1844
VT,50,NCNTY50027N50027,Windsor County,"Windsor County, VT",5002732425,3462,1161,1168,1362,1786,1844
VT,50,NCNTY50027N50027,Windsor County,"Windsor County, VT",5002741275,1916,1161,1168,1362,1786,1844
VT,50,NCNTY50027N50027,Windsor County,"Windsor County, VT",5002752900,3628,1161,1168,1362,1786,1844
VT,50,NCNTY50027N50027,Windsor County,"Windsor County, VT",5002756050,528,1161,1168,1362,1786,1844
VT,50,NCNTY50027N50027,Windsor County,"Windsor County, VT",5002756350,846,1161,1168,1362,1786,1844
VT,50,NCNTY50027N50027,Windsor County,"Windsor County, VT",5002758375,697,1161,1168,1362,1786,1844
VT,50,NCNTY50027N50027,Windsor County,"Windsor County, VT",5002760100,1429,1161,1168,1362,1786,1844
VT,50,NCNTY50027N50027,Windsor County,"Windsor County, VT",5002760850,2765,1161,1168,1362,1786,1844
VT,50,NCNTY50027N50027,Windsor County,"Windsor County, VT",5002763775,1518,1161,1168,1362,1786,1844
VT,50,NCNTY50027N50027,Windsor County,"Windsor County, VT",5002769550,9088,1161,1168,1362,1786,1844
VT,50,NCNTY50027N50027,Windsor County,"Windsor County, VT",5002770375,853,1161,1168,1362,1786,1844
VT,50,NCNTY50027N50027,Windsor County,"Windsor County, VT",5002777500,2843,1161,1168,1362,1786,1844
VT,50,NCNTY50027N50027,Windsor County,"Windsor County, VT",5002782000,769,1161,1168,1362,1786,1844
VT,50,NCNTY50027N50027,Windsor County,"Windsor County, VT",5002783050,1105,1161,1168,1362,1786,1844
VT,50,NCNTY50027N50027,Windsor County,"Windsor County, VT",5002784925,3552,1161,1168,1362,1786,1844
VT,50,NCNTY50027N50027,Windsor County,"Windsor County, VT",5002785975,3025,1161,1168,1362,1786,1844
VA,51,NCNTY51001N51001,Accomack County,"Accomack County, VA",5100199999,33367,740,856,1054,1367,1549
VA,51,METRO16820M16820,Albemarle County,"Charlottesville, VA MSA",5100399999,112513,1421,1602,1824,2218,2731
VA,51,NCNTY51005N51005,Alleghany County,"Alleghany County-Clifton Forge city-Covington city, VA HUD Nonmet",5100599999,15159,773,778,914,1259,1358
VA,51,METRO40060M40060,Amelia County,"Richmond, VA HUD Metro FMR Area",5100799999,13309,1442,1507,1655,2072,2553
VA,51,METRO31340M31340,Amherst County,"Lynchburg, VA MSA",5100999999,31426,1027,1033,1187,1635,1750
VA,51,METRO31340M31340,Appomattox County,"Lynchburg, VA MSA",5101199999,16253,1027,1033,1187,1635,1750
VA,51,METRO47900M47900,Arlington County,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",5101399999,235845,1953,2015,2246,2835,3332
VA,51,METRO44420M44420,Augusta County,"Staunton-Stuarts Draft, VA MSA",5101599999,77433,1088,1095,1261,1734,1941
VA,51,NCNTY51017N51017,Bath County,"Bath County, VA",5101799999,4177,796,801,977,1171,1528
VA,51,METRO31340M31340,Bedford County,"Lynchburg, VA MSA",5101999999,79761,1027,1033,1187,1635,1750
VA,51,NCNTY51021N51021,Bland County,"Bland County, VA",5102199999,6241,745,749,914,1271,1429
VA,51,METRO40220M40220,Botetourt County,"Roanoke, VA HUD Metro FMR Area",5102399999,33734,1004,1053,1254,1743,2104
VA,51,NCNTY51025N51025,Brunswick County,"Brunswick County, VA",5102599999,15965,745,749,914,1271,1389
VA,51,NCNTY51027N51027,Buchanan County,"Buchanan County, VA",5102799999,20246,792,834,914,1271,1494
VA,51,NCNTY51029N51029,Buckingham County,"Buckingham County, VA",5102999999,16869,830,875,959,1266,1419
VA,51,METRO31340M31340,Campbell County,"Lynchburg, VA MSA",5103199999,55518,1027,1033,1187,1635,1750
VA,51,NCNTY51033N51033,Caroline County,"Caroline County, VA",5103399999,31181,859,1021,1246,1733,2090
VA,51,NCNTY51035N51035,Carroll County,"Carroll County-Galax city, VA HUD Nonmetro FMR Area",5103599999,29126,765,770,914,1271,1481
VA,51,METRO40060M40060,Charles City County,"Richmond, VA HUD Metro FMR Area",5103699999,6760,1442,1507,1655,2072,2553
VA,51,NCNTY51037N51037,Charlotte County,"Charlotte County, VA",5103799999,11563,692,697,914,1146,1533
VA,51,METRO40060M40060,Chesterfield County,"Richmond, VA HUD Metro FMR Area",5104199999,366019,1442,1507,1655,2072,2553
VA,51,METRO47900M47900,Clarke County,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",5104399999,14882,1953,2015,2246,2835,3332
VA,51,METRO40220M40220,Craig County,"Roanoke, VA HUD Metro FMR Area",5104599999,4898,1004,1053,1254,1743,2104
VA,51,METRO47900N51047,Culpeper County,"Culpeper County, VA HUD Metro FMR Area",5104799999,52822,1149,1170,1423,1978,2007
VA,51,NCNTY51049N51049,Cumberland County,"Cumberland County, VA",5104999999,9697,812,817,997,1195,1673
VA,51,NCNTY51051N51051,Dickenson County,"Dickenson County, VA",5105199999,14089,745,749,914,1096,1346
VA,51,METRO40060M40060,Dinwiddie County,"Richmond, VA HUD Metro FMR Area",5105399999,28057,1442,1507,1655,2072,2553
VA,51,NCNTY51057N51057,Essex County,"Essex County, VA",5105799999,10602,907,912,1113,1341,1556
VA,51,METRO47900M47900,Fairfax County,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",5105999999,1145354,1953,2015,2246,2835,3332
VA,51,METRO47900M47900,Fauquier County,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",5106199999,73290,1953,2015,2246,2835,3332
VA,51,METRO13980N51063,Floyd County,"Floyd County, VA HUD Metro FMR Area",5106399999,15532,830,834,1094,1312,1448
VA,51,METRO16820M16820,Fluvanna County,"Charlottesville, VA MSA",5106599999,27442,1421,1602,1824,2218,2731
VA,51,METRO40220N51067,Franklin County,"Franklin County, VA HUD Metro FMR Area",5106799999,54838,771,861,944,1313,1584
VA,51,METRO49020M49020,Frederick County,"Winchester, VA-WV MSA",5106999999,92007,1133,1255,1573,1965,2639
VA,51,METRO13980N51071,Giles County,"Giles County, VA HUD Metro FMR Area",5107199999,16711,746,898,984,1180,1651
VA,51,METRO47260M47260,Gloucester County,"Virginia Beach-Norfolk-Newport News, VA-NC HUD Metro FMR Area",5107399999,38875,1492,1512,1713,2376,2797
VA,51,METRO40060M40060,Goochland County,"Richmond, VA HUD Metro FMR Area",5107599999,24906,1442,1507,1655,2072,2553
VA,51,NCNTY51077N51077,Grayson County,"Grayson County, VA",5107799999,15356,792,834,914,1241,1252
VA,51,METRO16820M16820,Greene County,"Charlottesville, VA MSA",5107999999,20631,1421,1602,1824,2218,2731
VA,51,NCNTY51081N51081,Greensville County,"Greensville County-Emporia city, VA HUD Nonmetro FMR Area",5108199999,11373,764,769,1001,1392,1679
VA,51,NCNTY51083N51083,Halifax County,"Halifax County, VA",5108399999,34013,792,827,914,1167,1340
VA,51,METRO40060M40060,Hanover County,"Richmond, VA HUD Metro FMR Area",5108599999,110513,1442,1507,1655,2072,2553
VA,51,METRO40060M40060,Henrico County,"Richmond, VA HUD Metro FMR Area",5108799999,333120,1442,1507,1655,2072,2553
VA,51,NCNTY51089N51089,Henry County,"Henry County-Martinsville city, VA HUD Nonmetro FMR Area",5108999999,50760,749,753,914,1096,1282
VA,51,NCNTY51091N51091,Highland County,"Highland County, VA",5109199999,2247,745,749,914,1233,1429
VA,51,METRO47260M47260,Isle of Wight County,"Virginia Beach-Norfolk-Newport News, VA-NC HUD Metro FMR Area",5109399999,38898,1492,1512,1713,2376,2797
VA,51,METRO47260M47260,James City County,"Virginia Beach-Norfolk-Newport News, VA-NC HUD Metro FMR Area",5109599999,78818,1492,1512,1713,2376,2797
VA,51,METRO40060M51097,King and Queen County,"King and Queen County, VA HUD Metro FMR Area",5109799999,6681,1089,1139,1250,1536,1929
VA,51,NCNTY51099N51099,King George County,"King George County, VA",5109999999,26985,1182,1211,1469,2043,2464
VA,51,METRO40060M40060,King William County,"Richmond, VA HUD Metro FMR Area",5110199999,17845,1442,1507,1655,2072,2553
VA,51,NCNTY51103N51103,Lancaster County,"Lancaster County, VA",5110399999,10866,857,862,1052,1463,1765
VA,51,NCNTY51105N51105,Lee County,"Lee County, VA",5110599999,22287,693,697,914,1226,1429
VA,51,METRO47900M47900,Loudoun County,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",5110799999,420773,1953,2015,2246,2835,3332
VA,51,NCNTY51109N51109,Louisa County,"Louisa County, VA",5110999999,38106,1080,1138,1247,1734,1950
VA,51,NCNTY51111N51111,Lunenburg County,"Lunenburg County, VA",5111199999,11988,692,697,914,1127,1254
VA,51,NCNTY51113N51113,Madison County,"Madison County, VA",5111399999,13828,923,971,1066,1483,1667
VA,51,METRO47260M47260,Mathews County,"Virginia Beach-Norfolk-Newport News, VA-NC HUD Metro FMR Area",5111599999,8537,1492,1512,1713,2376,2797
VA,51,NCNTY51117N51117,Mecklenburg County,"Mecklenburg County, VA",5111799999,30367,719,724,950,1224,1258
VA,51,NCNTY51119N51119,Middlesex County,"Middlesex County, VA",5111999999,10738,1052,1058,1291,1548,2018
VA,51,METRO13980M13980,Montgomery County,"Blacksburg-Christiansburg-Radford, VA HUD Metro FMR Area",5112199999,99373,910,993,1271,1706,2132
VA,51,METRO16820M16820,Nelson County,"Charlottesville, VA MSA",5112599999,14773,1421,1602,1824,2218,2731
VA,51,METRO40060M40060,New Kent County,"Richmond, VA HUD Metro FMR Area",5112799999,23296,1442,1507,1655,2072,2553
VA,51,NCNTY51131N51131,Northampton County,"Northampton County, VA",5113199999,12132,719,723,949,1320,1592
VA,51,NCNTY51133N51133,Northumberland County,"Northumberland County, VA",5113399999,12007,1066,1073,1309,1569,2047
VA,51,NCNTY51135N51135,Nottoway County,"Nottoway County, VA",5113599999,15638,738,743,975,1356,1587
VA,51,NCNTY51137N51137,Orange County,"Orange County, VA",5113799999,36593,1005,1012,1234,1716,1929
VA,51,NCNTY51139N51139,Page County,"Page County, VA",5113999999,23753,800,811,924,1157,1550
VA,51,NCNTY51141N51141,Patrick County,"Patrick County, VA",5114199999,17660,758,763,914,1146,1429
VA,51,NCNTY51143N51143,Pittsylvania County,"Pittsylvania County-Danville city, VA HUD Nonmetro FMR Area",5114399999,60541,630,738,914,1263,1415
VA,51,METRO40060M40060,Powhatan County,"Richmond, VA HUD Metro FMR Area",5114599999,30503,1442,1507,1655,2072,2553
VA,51,NCNTY51147N51147,Prince Edward County,"Prince Edward County, VA",5114799999,21922,916,922,1094,1312,1448
